Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
mercury,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30087,Mercury Cell,gregtech:gt.metaitem.01
methane,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30715,Methane Cell,gregtech:gt.metaitem.01
milk,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.milk@0,Milk Bucket,minecraft:milk_bucket
milk,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@11,Milk Void Capsule,MagicBees:capsule.void
milk,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.mfr.milkbottle@0,Milk Bottle,MineFactoryReloaded:milkbottle
milk,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30885,Milk Cell,gregtech:gt.metaitem.01
milk,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32136,Milk,gregtech:gt.metaitem.02
milk,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@11,Milk Magic Capsule,MagicBees:capsule.magic
mithril.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@29,Molten Mana Infused Metal Bucket,TConstruct:buckets
mobessence,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.essence@0,Essence Bucket,MineFactoryReloaded:bucket.essence
molten.naquadah,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30324,Naquadah Cell,gregtech:gt.metaitem.01
molten.naquadahenriched,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30326,Enriched Naquadah Cell,gregtech:gt.metaitem.01
molten.naquadria,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30327,Naquadria Cell,gregtech:gt.metaitem.01
mushroomsoup,1000,1xitem.bowl@0,Bowl,minecraft:bowl,1xitem.mushroomStew@0,Mushroom Stew,minecraft:mushroom_stew
mushroomsoup,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.mushroomsoup@0,Mushroom Soup Bucket,MineFactoryReloaded:bucket.mushroomsoup
mutagen,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.gendustry.mutagen.bucket@0,Mutagen Bucket,gendustry:MutagenBucket
mutagen,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.gendustry.mutagen.can@0,Mutagen Can,gendustry:MutagenCan
nickel.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@17,Molten Nickel Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
nickel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@17,Molten Nickel Bucket,TConstruct:buckets
nitrofuel,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30709,Nitro-Diesel Cell,gregtech:gt.metaitem.01
nitrogen,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketNitrogen@0,Bucket of Nitrogen,advancedRocketry:item.bucketNitrogen
nitrogen,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30012,Nitrogen Cell,gregtech:gt.metaitem.01
nitrogendioxide,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30717,Nitrogen Dioxide Cell,gregtech:gt.metaitem.01
nutrient_distillation,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketNutrient_distillation@0,Nutrient Distillation Bucket,EnderIO:bucketNutrient_distillation
obsidian.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@11,Molten Obsidian Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
obsidian.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@11,Molten Obsidian Bucket,TConstruct:buckets
oil,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@5,Oil Void Capsule,MagicBees:capsule.void
oil,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30707,Oil Cell,gregtech:gt.metaitem.01
oil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucket_oil@0,Oil Bucket,Magneticraft:item.bucket_oil
oil,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@5,Oil Magic Capsule,MagicBees:capsule.magic
oil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.oilBucket@0,Oil Bucket,PneumaticCraft:oilBucket
oil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketOil@0,Oil Bucket,BuildCraft|Energy:bucketOil
osmium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@3,Molten Osmium Bucket,ExtraTiC:extra.bucket
oxygen,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketOxygen@0,Bucket of Oxygen,advancedRocketry:item.bucketOxygen
oxygen,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@30013,Oxygen Cell,gregtech:gt.metaitem.01
pigiron.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@26,Molten Pig Iron Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
pigiron.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@26,Molten Pig Iron Bucket,TConstruct:buckets
pinkslime,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.pinkslime@0,Pink Slime Bucket,MineFactoryReloaded:bucket.pinkslime
plantoil,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.ImmersiveEngineering.fluidContainers@2,Bottle of Plant Oil,ImmersiveEngineering:fluidContainers
plantoil,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.ImmersiveEngineering.fluidContainers@3,Bucket of Plant Oil,ImmersiveEngineering:fluidContainers
plasma.aluminium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31019,Aluminium Plasma Cell,gregtech:gt.metaitem.01
plasma.americium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31103,Americium Plasma Cell,gregtech:gt.metaitem.01
plasma.antimony,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31058,Antimony Plasma Cell,gregtech:gt.metaitem.01
plasma.argon,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31024,Argon Plasma Cell,gregtech:gt.metaitem.01
plasma.arsenic,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31039,Arsenic Plasma Cell,gregtech:gt.metaitem.01
plasma.barium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31063,Barium Plasma Cell,gregtech:gt.metaitem.01
plasma.beryllium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31008,Beryllium Plasma Cell,gregtech:gt.metaitem.01
plasma.bismuth,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31090,Bismuth Plasma Cell,gregtech:gt.metaitem.01
plasma.boron,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31009,Boron Plasma Cell,gregtech:gt.metaitem.01
plasma.cadmium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31055,Cadmium Plasma Cell,gregtech:gt.metaitem.01
plasma.caesium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31062,Caesium Plasma Cell,gregtech:gt.metaitem.01
plasma.calcium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31026,Calcium Plasma Cell,gregtech:gt.metaitem.01
plasma.carbon,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31010,Carbon Plasma Cell,gregtech:gt.metaitem.01
plasma.cerium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31065,Cerium Plasma Cell,gregtech:gt.metaitem.01
plasma.chlorine,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31023,Chlorine Plasma Cell,gregtech:gt.metaitem.01
plasma.chrome,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31030,Chrome Plasma Cell,gregtech:gt.metaitem.01
plasma.cobalt,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31033,Cobalt Plasma Cell,gregtech:gt.metaitem.01
plasma.copper,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31035,Copper Plasma Cell,gregtech:gt.metaitem.01
plasma.deuterium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31002,Deuterium Plasma Cell,gregtech:gt.metaitem.01
plasma.europium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31070,Europium Plasma Cell,gregtech:gt.metaitem.01
plasma.fluorine,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31014,Fluorine Plasma Cell,gregtech:gt.metaitem.01
plasma.gallium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31037,Gallium Plasma Cell,gregtech:gt.metaitem.01
plasma.gold,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31086,Gold Plasma Cell,gregtech:gt.metaitem.01
plasma.helium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31004,Helium Plasma Cell,gregtech:gt.metaitem.01
plasma.helium_3,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31005,Helium-3 Plasma Cell,gregtech:gt.metaitem.01
plasma.hydrogen,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31001,Hydrogen Plasma Cell,gregtech:gt.metaitem.01
plasma.indium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31056,Indium Plasma Cell,gregtech:gt.metaitem.01
plasma.iridium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31084,Iridium Plasma Cell,gregtech:gt.metaitem.01
plasma.iron,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31032,Iron Plasma Cell,gregtech:gt.metaitem.01
plasma.lead,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31089,Lead Plasma Cell,gregtech:gt.metaitem.01
plasma.lithium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31006,Lithium Plasma Cell,gregtech:gt.metaitem.01
plasma.lutetium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31078,Lutetium Plasma Cell,gregtech:gt.metaitem.01
plasma.magnesium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31018,Magnesium Plasma Cell,gregtech:gt.metaitem.01
plasma.manganese,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31031,Manganese Plasma Cell,gregtech:gt.metaitem.01
plasma.mercury,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31087,Mercury Plasma Cell,gregtech:gt.metaitem.01
plasma.molybdenum,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31048,Molybdenum Plasma Cell,gregtech:gt.metaitem.01
plasma.neodymium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31067,Neodymium Plasma Cell,gregtech:gt.metaitem.01
plasma.neutronium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31129,Neutronium Plasma Cell,gregtech:gt.metaitem.01
plasma.nickel,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31034,Nickel Plasma Cell,gregtech:gt.metaitem.01
plasma.niobium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31047,Niobium Plasma Cell,gregtech:gt.metaitem.01
plasma.nitrogen,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31012,Nitrogen Plasma Cell,gregtech:gt.metaitem.01
plasma.osmium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31083,Osmium Plasma Cell,gregtech:gt.metaitem.01
plasma.oxygen,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31013,Oxygen Plasma Cell,gregtech:gt.metaitem.01
plasma.palladium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31052,Palladium Plasma Cell,gregtech:gt.metaitem.01
plasma.phosphor,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31021,Phosphor Plasma Cell,gregtech:gt.metaitem.01
plasma.platinum,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31085,Platinum Plasma Cell,gregtech:gt.metaitem.01
plasma.plutonium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31100,Plutonium 244 Plasma Cell,gregtech:gt.metaitem.01
plasma.plutonium241,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31101,Plutonium 241 Plasma Cell,gregtech:gt.metaitem.01
plasma.potassium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31025,Potassium Plasma Cell,gregtech:gt.metaitem.01
plasma.radon,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31093,Radon Plasma Cell,gregtech:gt.metaitem.01
plasma.silicon,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31020,Silicon Plasma Cell,gregtech:gt.metaitem.01
plasma.silver,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31054,Silver Plasma Cell,gregtech:gt.metaitem.01
plasma.sodium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31017,Sodium Plasma Cell,gregtech:gt.metaitem.01
plasma.sulfur,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31022,Sulfur Plasma Cell,gregtech:gt.metaitem.01
plasma.tantalum,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31080,Tantalum Plasma Cell,gregtech:gt.metaitem.01
plasma.thorium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31096,Thorium Plasma Cell,gregtech:gt.metaitem.01
plasma.tin,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31057,Tin Plasma Cell,gregtech:gt.metaitem.01
plasma.titanium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31028,Titanium Plasma Cell,gregtech:gt.metaitem.01
plasma.tritium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31003,Tritium Plasma Cell,gregtech:gt.metaitem.01
plasma.tungsten,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31081,Tungsten Plasma Cell,gregtech:gt.metaitem.01
plasma.uranium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31098,Uranium 238 Plasma Cell,gregtech:gt.metaitem.01
plasma.uranium235,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31097,Uranium 235 Plasma Cell,gregtech:gt.metaitem.01
plasma.vanadium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31029,Vanadium Plasma Cell,gregtech:gt.metaitem.01
plasma.yttrium,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31045,Yttrium Plasma Cell,gregtech:gt.metaitem.01
plasma.zinc,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xgt.metaitem.01@31036,Zinc Plasma Cell,gregtech:gt.metaitem.01
plastic,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.plasticBucket@0,Plastic Bucket,PneumaticCraft:plasticBucket
platinum.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@20,Molten Shiny Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
platinum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@20,Molten Shiny Bucket,TConstruct:buckets
poison,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@65,Poison Capsule,BinnieCore:containerRefractory
poison,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@65,Poison Bucket,BinnieCore:containerBucket
poison,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@13,Poison Void Capsule,MagicBees:capsule.void
poison,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@65,Poison Can,BinnieCore:containerCan
poison,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@65,Poison Capsule,BinnieCore:containerCapsule
poison,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@65,Poison Bottle,BinnieCore:containerGlass
poison,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@13,Poison Magic Capsule,MagicBees:capsule.magic
poison,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@65,Poison Cylinder,BinnieCore:containerCylinder
pokefennium.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@4,Molten Pokefennium Bucket,ExtraTiC:extra.bucket
potion.alcopops,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32134,Alcopops,gregtech:gt.metaitem.02
potion.applejuice,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32125,Apple Juice,gregtech:gt.metaitem.02
potion.awkward,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16,Awkward Condensed Potion,minecraft:potion
potion.beer,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32119,Beer,gregtech:gt.metaitem.02
potion.cafeaulait,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32003,Cafe au lait,gregtech:gt.metaitem.02
potion.cavejohnsonsgrenadejuice,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32135,Cave Johnson's Grenade Juice,gregtech:gt.metaitem.02
potion.chillysauce,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32120,Chilly Sauce,gregtech:gt.metaitem.02
potion.chocolatemilk,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32006,Chocolate Milk,gregtech:gt.metaitem.02
potion.cider,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32126,Cider,gregtech:gt.metaitem.02
potion.coffee,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32002,Coffee,gregtech:gt.metaitem.02
potion.damage,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8204,Potion of Harming,minecraft:potion
potion.damage.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16396,Splash Potion of Harming,minecraft:potion
potion.damage.strong,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8236,Potion of Harming,minecraft:potion
potion.damage.strong.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16428,Splash Potion of Harming,minecraft:potion
potion.darkbeer,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32113,Dark Beer,gregtech:gt.metaitem.02
potion.darkcafeaulait,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32001,Dark Coffee au lait,gregtech:gt.metaitem.02
potion.darkchocolatemilk,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32005,Dark Chocolate Milk,gregtech:gt.metaitem.02
potion.darkcoffee,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32000,Dark Coffee,gregtech:gt.metaitem.02
potion.diablosauce,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32123,Diablo Sauce,gregtech:gt.metaitem.02
potion.diablosauce.strong,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32124,Old Man Snitches glitched Diablo Sauce,gregtech:gt.metaitem.02
potion.diabolosauce,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32122,Diabolo Sauce,gregtech:gt.metaitem.02
potion.dragonblood,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32114,Dragon Blood,gregtech:gt.metaitem.02
potion.fireresistance,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8195,Potion of Fire Resistance,minecraft:potion
potion.fireresistance.long,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8259,Potion of Fire Resistance,minecraft:potion
potion.fireresistance.long.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16451,Splash Potion of Fire Resistance,minecraft:potion
potion.fireresistance.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16387,Splash Potion of Fire Resistance,minecraft:potion
potion.glenmckenner,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32117,Glen McKenner,gregtech:gt.metaitem.02
potion.goldenapplejuice,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32127,Golden Apple Juice,gregtech:gt.metaitem.02
potion.goldencider,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32128,Golden Cider,gregtech:gt.metaitem.02
potion.grapejuice,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32101,Grape Juice,gregtech:gt.metaitem.02
potion.health,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8197,Potion of Healing,minecraft:potion
potion.health.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16389,Splash Potion of Healing,minecraft:potion
potion.health.strong,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8229,Potion of Healing,minecraft:potion
potion.health.strong.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16421,Splash Potion of Healing,minecraft:potion
potion.hopsjuice,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32112,Hops Juice,gregtech:gt.metaitem.02
potion.hotsauce,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32121,Hot Sauce,gregtech:gt.metaitem.02
potion.icetea,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32009,Ice Tea,gregtech:gt.metaitem.02
potion.idunsapplejuice,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32129,Idun's Apple Juice,gregtech:gt.metaitem.02
potion.invisibility,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8206,Potion of Invisibility,minecraft:potion
potion.invisibility.long,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@8270,Potion of Invisibility,minecraft:potion
potion.invisibility.long.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16462,Splash Potion of Invisibility,minecraft:potion
potion.invisibility.splash,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@16398,Splash Potion of Invisibility,minecraft:potion
potion.laitaucafe,250,1xgt.metaitem.01@32404,Empty Thermos Can,gregtech:gt.metaitem.01,1xgt.metaitem.02@32004,Lait au cafe,gregtech:gt.metaitem.02
potion.lemonade,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32133,Lemonade,gregtech:gt.metaitem.02
potion.lemonjuice,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32131,Lemon Juice,gregtech:gt.metaitem.02
potion.leninade,250,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xgt.metaitem.02@32106,Leninade,gregtech:gt.metaitem.02
